Specialty,Specialty Code,Package Code,Package Name,Procedure Code,Procedure Name,Procedure Price
"Obstetrics & Gynecology,",Surgical Oncology,SO,S1500044,SO036,Radical Vulvectomy with Inguinal and Pelvic lymph node disection SO036A Radical Vulvectomy with Inguinal and Pelvic lymph node disection,38500
Obstetrics & Gynecology,SO,New Package,SO037,Abdomino Perineal repair for Mullerian Anomaly,SO037A Abdomino Perineal repair for Mullerian Anomaly,20000
Obstetrics & Gynecology,SO,S100105,SO038,Pelvic Abscess Management including Colpotomy,SO038A Pelvic Abscess Management including Colpotomy,1200
"Obstetrics & Gynecology,","Pediatric Surgery, Surgical",Oncology,SO,S400022,SO039 Diagnostic / Staging laparoscopy SO039A Diagnostic / Staging laparoscopy,9700
Obstetrics & Gynecology,SO,S400044,SO040,Laparotomy for benign disorders,SO040A Ectopic,14000
Obstetrics & Gynecology,SO,New Package,SO040,Laparotomy for benign disorders,SO040B PID,14000
Obstetrics & Gynecology,SO,S400025,SO041,Laparoscopic cystectomy,SO041A Laparoscopic cystectomy,15000
Obstetrics & Gynecology,SO,S400065,SO042,Cystocele - Anterior repair,SO042A Cystocele - Anterior repair,6000
Obstetrics & Gynecology,SO,S400004,SO043,Burch,SO043A Abdominal,30000
Obstetrics & Gynecology,SO,S400004,SO043,Burch,SO043B Laparoscopic,30000
Obstetrics & Gynecology,SO,S400070,SO044,Electro Cauterisation / Cryo Surgery,SO044A Electro Cauterisation / Cryo Surgery,4000
Obstetrics & Gynecology,SO,New Package,SO045,EUA for (minor girls / unmarried sexually inactive /,victims of sexual abuse) SO045A EUA for (minor girls / unmarried sexually inactive / victims of sexual abuse),2000
Obstetrics & Gynecology,SO,New Package,SO046,Hospitalisation for Antenatal Complications,SO046A Hospitalisation for Antenatal Complications,1800
Obstetrics & Gynecology,SO,S400076,SO047,Amniocentesis,SO047A Amniocentesis,14500
Obstetrics & Gynecology,SO,S400077,SO048,Chorionic villus sampling,SO048A Chorionic villus sampling,14500
Obstetrics & Gynecology,SO,S400078,SO049,Cordocentesis,SO049A Cordocentesis,14500
Obstetrics & Gynecology,SO,S400048,SO050,McDonald's stitch,SO050A McDonald's stitch,4000
Obstetrics & Gynecology,SO,S400049,SO051,Shirodkar's stitch,SO051A Shirodkar's stitch,4000
Obstetrics & Gynecology,SO,New Package,SO052,Medical management of ectopic pregnancy,SO052A Medical management of ectopic pregnancy,1800
Obstetrics & Gynecology,SO,S400047,SO053,Medical Termination of Pregnancy,SO053A MTP upto 8 weeks,3500
Obstetrics & Gynecology,SO,S400046,SO053,Medical Termination of Pregnancy,SO053B MTP 8 to 12 weeks,5000
Obstetrics & Gynecology,SO,S400045,SO053,Medical Termination of Pregnancy,SO053C MTP > 12 weeks,6500
Obstetrics & Gynecology,SO,S400036,SO054,High risk delivery,SO054A Pre-mature delivery,11500
Page 20,Consolidated Master,Obstetrics & Gynecology,SO,S400038,SO054 High risk delivery SO054B Mothers with eclampsia / imminent eclampsia / severe pre-eclampsia,11500
Obstetrics & Gynecology,SO,S400040,SO054,High risk delivery,SO054C Major Fetal malformation requiring intervention immediately after birth,11500
Obstetrics & Gynecology,SO,S400041,SO054,High risk delivery,SO054D Mothers with severe anaemia (<7 g/dL),11500
Obstetrics & Gynecology,SO,S400042,SO054,High risk delivery,"SO054E Other maternal and fetal conditions as per guidelines-eg previous caesarean section, diabetes, severe growth retardation, etc that qualify for high risk delivery.",11500
Obstetrics & Gynecology,SO,S400043,SO055,Manual removal of placenta,SO055A Manual removal of placenta,8500
Obstetrics & Gynecology,SO,S400073,SO056,Secondary suturing of episiotomy,SO056A Secondary suturing of episiotomy,2500
Obstetrics & Gynecology,SO,S400034,SO057,Caesarean Delivery,SO057A Caesarean Delivery,11500
Obstetrics & Gynecology,SO,New Package,SO058,Re exploration after laparotomy / Caesarean Section,SO058A Re exploration after Caesarean Section,14000
Obstetrics & Gynecology,SO,New Package,SO058,Re exploration after laparotomy / Caesarean Section,SO058B Re exploration after laparotomy,14000
Obstetrics & Gynecology,SO,S400063,SO059,Vulvo vaginal cyst enucleation / drainage,SO059A Vulvo vaginal cyst enucleation,4700
Obstetrics & Gynecology,SO,New Package,SO059,Vulvo vaginal cyst enucleation / drainage,SO059B Vulvo vaginal cyst drainage,4700
Plastic & Reconstructive,Surgery,SP,S1000008,SP001,Pressure Sore – Surgery SP001A Pressure Sore – Surgery,30000
Plastic & Reconstructive,Surgery,SP,S1000009,SP002,Diabetic Foot – Surgery SP002A Diabetic Foot – Surgery,30000
Plastic & Reconstructive,Surgery,SP,S1000002,SP003,Revascularization of limb / digit SP003A Revascularization of limb / digit,25000
Plastic & Reconstructive,Surgery,SP,S1000001,SP004,Ear Pinna Reconstruction with costal cartilage / Prosthesis (including the cost of prosthesis / implants) SP004A Ear Pinna Reconstruction with costal cartilage / Prosthesis (including the cost of prosthesis / implants),30000
Plastic & Reconstructive,Surgery,SP,S1000006,SP005,Scalp avulsion reconstruction SP005A Scalp avulsion reconstruction,50000
Plastic & Reconstructive,Surgery,SP,S1000005,SP006,Tissue Expander for disfigurement following burns /  trauma / congenital deformity (including cost of expander / implant) SP006A Tissue Expander for disfigurement following burns,50000
Plastic & Reconstructive,Surgery,SP,S1000005,SP006,Tissue Expander for disfigurement following burns /  trauma / congenital deformity (including cost of expander / implant) SP006B Tissue Expander for disfigurement following trauma,50000
Plastic & Reconstructive,Surgery,SP,S1000005,SP006,Tissue Expander for disfigurement following burns /  trauma / congenital deformity (including cost of expander / implant) SP006C Tissue Expander for disfigurement following congenital deformity,50000
Plastic & Reconstructive,Surgery,SP,S1000003,SP007,Hemangioma SP007A Sclerotherapy under GA,35000
Plastic & Reconstructive,Surgery,SP,S1000004,SP007,Hemangioma SP007B Debulking,35000
Plastic & Reconstructive,Surgery,SP,"S1000004,","S100067,",S100068 SP007 Hemangioma SP007C Excision,35000
Plastic & Reconstructive,Surgery,SP,S1000007,SP008,NPWT SP008A NPWT,2000
"Pediatric Surgery, Oral &","Maxillofacial Surgery,",Plastic & Reconstructive,Surgery,SS,"S1400034, S100145, S100146, S100147, S1600009 SS001 Cleft Lip and Palate Surgery (per stage) SS001A Cleft Lip and Palate Surgery (per stage)",15000
Pediatric Surgery,SS,S1400002,SS002,Ankyloglossia,SS002A Ankyloglossia Minor,5000
Pediatric Surgery,SS,S1400001,SS002,Ankyloglossia,SS002B Ankyloglossia Major,15000
Pediatric Surgery,SS,S1400016,SS003,Anti GERD Surgery,SS003A Anti GERD Surgery,10000
Pediatric Surgery,SS,S1400019,SS004,Gastrostomy + Esophagoscopy + Threading,SS004A Gastrostomy + Esophagoscopy + Threading,20000
Pediatric Surgery,SS,S1400028,SS005,Ladds Procedure,SS005A Ladds Procedure,30000
Pediatric Surgery,SS,S1400017,SS006,Duplication Cyst Excision,SS006A Duplication Cyst Excision,20000
Pediatric Surgery,SS,S1400026,SS007,Intussusception,SS007A Non – Operative Reduction in infants,20000
Pediatric Surgery,SS,"S1400027,",S100087,SS007,Intussusception SS007B Operative in infants,25000
Pediatric Surgery,SS,S1400021,SS008,Surgery for Hirschsprung’s Disease,SS008A Myectomy,25000
Pediatric Surgery,SS,S1400022,SS008,Surgery for Hirschsprung’s Disease,SS008B Pull Through,20000
Pediatric Surgery,SS,S1400023,SS008,Surgery for Hirschsprung’s Disease,SS008C Rectal Biopsy - Punch,10000
Pediatric Surgery,SS,S1400024,SS008,Surgery for Hirschsprung’s Disease,SS008D Rectal Biopsy – Open,10000
Pediatric Surgery,SS,S1400025,SS008,Surgery for Hirschsprung’s Disease,SS008E Sphinecterotomy,15000
Pediatric Surgery,SS,S1400029,SS009,Rectal Polypectomy - Sigmoiescopic Under GA,SS009A Rectal Polypectomy - Sigmoiescopic Under GA,8000
Pediatric Surgery,SS,S1400010,SS010,Ano Rectal Malformation,SS010A Abd - Perineal PSARP,20000
Pediatric Surgery,SS,S1400011,SS010,Ano Rectal Malformation,SS010B Anoplasty,20000
Pediatric Surgery,SS,S1400012,SS010,Ano Rectal Malformation,SS010C Cutback,20000
Pediatric Surgery,SS,S1400013,SS010,Ano Rectal Malformation,SS010D PSARP,20000
Pediatric Surgery,SS,S1400014,SS010,Ano Rectal Malformation,SS010E Redo - Pullthrough,15000
Pediatric Surgery,SS,S500063,SS010,Ano Rectal Malformation,SS010F Transposition,15000
Pediatric Surgery,SS,S1400018,SS011,Fecal Fistula Closure,SS011A Fecal Fistula Closure,25000
Pediatric Surgery,SS,S1400020,SS012,GI Tumor Excision,SS012A GI Tumor Excision,30000
Pediatric Surgery,SS,S1400031,SS013,Congenital Diaphragmatic Hernia,SS013A Congenital Diaphragmatic Hernia,25000
Pediatric Surgery,SS,S1400033,SS014,Exomphalos / Gastroschisis,SS014A Exomphalos,25000
Pediatric Surgery,SS,S1400033,SS014,Exomphalos / Gastroschisis,SS014B Gastroschisis,25000
Pediatric Surgery,SS,S1400003,SS015,Hernia & Hydrocele,SS015A Hernia & Hydrocele,20000
Pediatric Surgery,SS,S1400030,SS016,Retro - Peritoneal Lymphangioma Excision,SS016A Retro - Peritoneal Lymphangioma Excision,25000
Pediatric Surgery,SS,S1400004,SS017,Surgery for Sacrococcygeal Teratoma,SS017A Surgery for Sacrococcygeal Teratoma,20000
Pediatric Surgery,SS,S1400032,SS018,Surgery for Congenital Lobar Emphysema,SS018A Surgery for Congenital Lobar Emphysema,25000
Pediatric Surgery,SS,S1400005,SS019,Undescended Testis,SS019A Bilateral - Palpable + Nonpalpable,15000
Pediatric Surgery,SS,S1400006,SS019,Undescended Testis,SS019B Bilateral Palpable,15000
Pediatric Surgery,SS,S1400007,SS019,Undescended Testis,SS019C Bilateral Non - Palpable,20000
Pediatric Surgery,SS,S1400009,SS019,Undescended Testis,SS019D Unilateral - Palpable,15000
Pediatric Surgery,SS,S1400008,SS019,Undescended Testis,SS019E Reexploration / Second Stage,20000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,New Package,ST001 Conservative Management of Head Injury ST001A Severe,1000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S800047,ST001 Conservative Management of Head Injury ST001B Depressed Fracture,5000
"Polytrauma, Orthopedics,","Neurosurgery, General","Surgery, Oral &",Maxillofacial Surgery,ST,S600004 ST002 Head injury with repair of Facio-Maxillary Injury & fixations (including implants) ST002A Head injury with repair of Facio-Maxillary Injury & fixations (including implants),31000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600006,ST003 Craniotomy and evacuation of Haematoma with fixation of fracture of long bone ST003A Subdural hematoma along with fixation of fracture of single long bone,60000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600006,ST003 Craniotomy and evacuation of Haematoma with fixation of fracture of long bone ST003B Extradural hematoma along with fixation of fracture of single long bone,60000
Page 21,Consolidated Master,"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST S600007 ST003 Craniotomy and evacuation of Haematoma with fixation of fracture of long bone ST003C Subdural hematoma along with fixation of fracture of 2 or more long bone.,75000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600007,ST003 Craniotomy and evacuation of Haematoma with fixation of fracture of long bone ST003D Extradural hematoma along with fixation of fracture of 2 or more long bone.,75000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600010,ST004 Management of Chest injury with fracture of Long bone ST004A Management of Chest injury with fixation of Single Long bone,30000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600011,ST004 Management of Chest injury with fracture of Long bone ST004B Management of Chest injury with fixation of 2 or more Long bones,45000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600008,ST005 Management of Visceral injury and fracture long bone ST005A Surgical intervention for Visceral injury and fixation of fracture of single long bone,30000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600009,ST005 Management of Visceral injury and fracture long bone ST005B Surgical intervention for Visceral injury and fixation of fracture of 2 or more long bones,45000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600005,ST006 Internal fixation of Pelviacetabular fracture ST006A Internal fixation of Pelviacetabular fracture,40000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600003,ST007 Internal fixation with Flap cover Surgery for wound in compound fracture ST007A Internal fixation with Flap cover Surgery for wound in compound fracture,40000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600012,ST008 Emergency tendons repair ± Peripheral Nerve repair/ reconstructive surgery ST008A Emergency tendons repair ± Peripheral Nerve repair/ reconstructive surgery,30000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600001,ST009 Management of Nerve Plexus / Tendon injuries ST009A Nerve Plexus injury repair,50000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600001,ST009 Management of Nerve Plexus / Tendon injuries ST009B Nerve Plexus injury reconstruction,50000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600001,ST009 Management of Nerve Plexus / Tendon injuries ST009C Tendon injury repair,50000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600001,ST009 Management of Nerve Plexus / Tendon injuries ST009D Tendon injury reconstruction,50000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600001,ST009 Management of Nerve Plexus / Tendon injuries ST009E Tendon Transfer,50000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600002,ST010 Plexus injury along with Vascular injury repair / graft ST010A Plexus injury along with Vascular injury repair,60000
"Polytrauma, Orthopedics,","Neurosurgery, General",Surgery,ST,S600002,ST010 Plexus injury along with Vascular injury repair / graft ST010B Plexus injury along with Vascular injury graft,60000
Urology & Pediatric Surgery,SU,"S700001,",S700003,SU001,Adrenalectomy SU001A Open,27500
Urology & Pediatric Surgery,SU,"S700002,",S700004,SU001,Adrenalectomy SU001B Lap.,27500
"Urology, Pediatric Surgery",SU,S700034,SU002,Renal Cyst deroofing or Marsupialization,SU002A Open,25000
"Urology, Pediatric Surgery",SU,S700035,SU002,Renal Cyst deroofing or Marsupialization,SU002B Lap.,25000
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700006,SU003,Nephrectomy SU003A For Benign pathology - Open,27500
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700007,SU003,Nephrectomy SU003B For Benign pathology - Lap.,27500
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700008,SU003,Nephrectomy SU003C Radical (Renal tumor) - Open,27500
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700009,SU003,Nephrectomy SU003D Radical (Renal tumor) - Lap.,27500
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700010,SU004,Nephrectomy - Partial or Hemi SU004A Open,42000
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700011,SU004,Nephrectomy - Partial or Hemi SU004B Lap.,42000
Urology,SU,S700030,SU005,Nephrolithotomy,SU005A Open,30000
Urology,SU,S700031,SU005,Nephrolithotomy,SU005B Anatrophic,30000
Urology,SU,New Package,SU006,Open Nephrolithotomy - Follow Up,SU006A Open Nephrolithotomy - Follow Up,1000
Urology,SU,"S700024,",S700025,SU007,PCNL (Percutaneous Nephrolithotomy) SU007A PCNL (Percutaneous Nephrolithotomy),35000
"Urology, Pediatric Surgery,",Interventional Radiology,SU,S700036,SU008,Nephrostomy - Percutaneous ultrasound guided SU008A Nephrostomy - Percutaneous ultrasound guided,14000
Urology,SU,New Package,SU009,Nephrostomy (PCN) - Follow Up,SU009A Nephrostomy (PCN) - Follow Up,1200
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700012,SU010,Nephro ureterectomy (Benign) SU010A Open,27500
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700013,SU010,Nephro ureterectomy (Benign) SU010B Lap.,27500
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700014,SU011,Nephro ureterectomy with cuff of bladder SU011A Open,27500
"Urology, Pediatric Surgery,",Surgical Oncology,SU,S700015,SU011,Nephro ureterectomy with cuff of bladder SU011B Lap.,27500
Urology,SU,S700033,SU013,Perinephric Abscess drainage,SU013A Open,14000
Urology,SU,S700032,SU013,Perinephric Abscess drainage,SU013B Percutaneous,14000
Urology,SU,"S700039,",S700041,SU014,Ureteroscopy + Stone removal with lithotripsy SU014A Lower Ureter,28000
Urology,SU,"S700040,",S700041,SU014,Ureteroscopy + Stone removal with lithotripsy SU014B Upper Ureter,28000
Urology,SU,New Package,SU015,URSL / URSL - Laser - Follow Up,SU015A URSL / URSL - Laser - Follow Up,1000
Urology,SU,"S700026,",S700027,SU016,"Extracoporeal shock - wave Lithotripsy (ESWL) SU016A Extracoporeal shock - wave Lithotripsy (ESWL) stone, with or without stent (one side)",18500
Urology,SU,New Package,SU017,ESWL - Follow Up,SU017A ESWL - Follow Up,1000
"Urology, Pediatric Surgery",SU,S700037,SU018,Ureterolithotomy,SU018A Open,20000
"Urology, Pediatric Surgery",SU,S700038,SU018,Ureterolithotomy,SU018B Lap.,20000
Urology,SU,New Package,SU019,Lap Ureterolithotomy - Follow Up,SU019A Lap Ureterolithotomy - Follow Up,1000
Urology,SU,New Package,SU020,Open Ureterolithotomy - Follow Up,SU020A Open Ureterolithotomy - Follow Up,1000
"Urology, Pediatric Surgery",SU,S700016,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021A Pyeloplasty - Open,27500
"Urology, Pediatric Surgery",SU,S700017,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021B Pyeloplasty - Laparoscopic,27500
"Urology, Pediatric Surgery",SU,S700016,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021C Pyeloureterostomy - Open,27500
"Urology, Pediatric Surgery",SU,S700017,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021D Pyeloureterostomy - Laparoscopic,27500
Page 22,Consolidated Master,"Urology, Pediatric Surgery",SU,S700016,SU021 Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy SU021E Pyelopyelostomy - Open,27500
"Urology, Pediatric Surgery",SU,S700017,SU021,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021F Pyelopyelostomy - Laparoscopic,27500
Urology,SU,New Package,SU022,Pyeloplasty,SU022A Pyeloplasty - Follow Up,1500
"Urology, Pediatric Surgery",SU,S700020,SU023,Ureterocalycostomy,SU023A Ureterocalycostomy - Open,25000
"Urology, Pediatric Surgery",SU,S700021,SU023,Ureterocalycostomy,SU023B Ureterocalycostomy - Laparoscopic,25000
"Urology, Pediatric Surgery",SU,S700028,SU024,Pyelolithotomy,SU024A Open,28000
"Urology, Pediatric Surgery",SU,S700029,SU024,Pyelolithotomy,SU024B Lap.,28000
Urology,SU,S700123,SU025,Internal Ureterotomy including cystoscopy as an,independent procedure SU025A Internal Ureterotomy including cystoscopy as an independent procedure,10000
Urology,SU,S700050,SU026,Ureterolysis for retroperitoneal fibrosis,(with or without omental wrapping) SU026A Open,28000
Urology,SU,S700051,SU026,Ureterolysis for retroperitoneal fibrosis,(with or without omental wrapping) SU026B Lap.,28000
"Urology, Pediatric Surgery",SU,S700042,SU027,Ureterostomy,SU027A Ureterostomy (Cutaneous),20000
"Urology, Pediatric Surgery",SU,S700022,SU028,Uretero-ureterostomy,SU028A Open,25000
"Urology, Pediatric Surgery",SU,S700023,SU028,Uretero-ureterostomy,SU028B Lap.,25000
"Urology , Obstetrics &",Gynecology,SU,S700048,SU029,Uretero-vaginal / Uterine fistula repair SU029A Uretero - vaginal fistula repair - Open,25000
"Urology , Obstetrics &",Gynecology,SU,S700048,SU029,Uretero-vaginal / Uterine fistula repair SU029B Uretero - Uterine fistula repair - Open,25000
"Urology , Obstetrics &",Gynecology,SU,S700049,SU029,Uretero-vaginal / Uterine fistula repair SU029C Uretero - vaginal fistula repair - Laparoscopic,25000
"Urology , Obstetrics &",Gynecology,SU,S700049,SU029,Uretero-vaginal / Uterine fistula repair SU029D Uretero - Uterine fistula repair - Laparoscopic,25000
"Urology, Pediatric Surgery",SU,"S700044,",S700045,SU030,Ureteric reimplantation SU030A Open,23000
"Urology, Pediatric Surgery",SU,"S700046,",S700047,SU030,Ureteric reimplantation SU030B Lap.,23000
Urology,SU,S700052,SU031,Boari flap for ureteric stricture,SU031A Open,30000
Urology,SU,S700053,SU031,Boari flap for ureteric stricture,SU031B Lap.,30000
Urology,SU,S700054,SU032,Ileal replacement for ureteric stricture,SU032A Ileal replacement for ureteric stricture,46000
"Urology, Pediatric Surgery",SU,"S700055,",S700056,SU033,"DJ stenting including cystoscopy, ureteric catheterization, retrograde pyelogram SU033A DJ stenting including cystoscopy, ureteric catheterization, retrograde pyelogram",9800
Urology,SU,New Package,SU034,DJ Stent Removal,SU034A DJ Stent Removal,5000
Urology,SU,S700058,SU035,"Ureterocele incision including cystoscopy, ureteric","catheterization, retrograde pyelogram SU035A Ureterocele incision including cystoscopy, ureteric catheterization, retrograde pyelogram",15000
Urology,SU,S700057,SU036,"Ureteric sampling including cystoscopy, ureteric","catheterization, retrograde pyelogram SU036A Ureteric sampling including cystoscopy, ureteric catheterization, retrograde pyelogram",11000
"Urology, Pediatric Surgery",SU,S700159,SU037,Acute management of upper urinary tract trauma –,conservative SU037A Acute management of upper urinary tract trauma – conservative,2000
Urology,SU,S700018,SU038,Endopyelotomy,SU038A Retrograde with laser / bugbee,25000
Urology,SU,S700019,SU038,Endopyelotomy,SU038B Antegrade with laser / bugbee,25000
Urology,SU,New Package,SU039,Open Pyelolithotomy - Follow Up,SU039A Open Pyelolithotomy - Follow Up,1200
"Urology, Pediatric Surgery",SU,S700060,SU040,"Cystolithotomy - Open, including cystoscopy",SU040A Open - including cystoscopy,18500
"Urology, Pediatric Surgery",SU,S700061,SU041,"Cystolithotripsy / Urethral Stone endoscopic,","including cystoscopy SU041A Cystolithotripsy endoscopic, including cystoscopy",18500
"Urology, Pediatric Surgery",SU,S700061,SU041,"Cystolithotripsy / Urethral Stone endoscopic,","including cystoscopy SU041B Urethral Stone removal endoscopic, including cystoscopy",18500
"Urology, Pediatric Surgery",SU,S700067,SU042,Diagnostic Cystoscopy,SU042A Diagnostic Cystoscopy,6500
"Urology, Surgical Oncology,",Pediatric Surgery,SU,S700073,SU043,Partial Cystectomy SU043A Open,23000
"Urology, Surgical Oncology,",Pediatric Surgery,SU,S700074,SU043,Partial Cystectomy SU043B Lap.,23000
Urology,SU,New Package,SU044,Partial Cystectomy - Follow Up,SU044A Partial Cystectomy - Follow Up,1000
"Urology, Pediatric Surgery",SU,S700089,SU045,Augmentation cystoplasty,SU045A Open,30000
"Urology, Pediatric Surgery",SU,S700090,SU045,Augmentation cystoplasty,SU045B Lap.,30000
Urology,SU,New Package,SU046,Deflux for VUR,SU046A Deflux for VUR,1200
Urology,SU,New Package,SU047,Bladder Diverticulectomy,SU047A Bladder Diverticulectomy - Follow Up,1000
"Urology, Pediatric Surgery",SU,S700091,SU048,Open bladder diverticulectomy with / without,ureteric re-implantation SU048A Open bladder diverticulectomy with / without ureteric re-implantation,25000
"Urology, Pediatric Surgery",SU,S700070,SU049,Bladder injury repair,(with or without urethral injury) SU049A Bladder injury repair (with or without urethral injury),23000
"Urology, Pediatric Surgery",SU,S700072,SU050,Bladder injury repair with colostomy,(with or without urethral injury) SU050A Bladder injury repair with colostomy (with or without urethral injury),27500
"Urology, Pediatric Surgery",SU,S700069,SU051,Extrophy Bladder repair including osteotomy if,needed + epispadias repair + ureteric reimplant SU051A Extrophy Bladder repair including osteotomy if needed + epispadias repair + ureteric reimplant,65000
"Urology, Pediatric Surgery",SU,S700154,SU052,Neurogenic bladder - Package for evaluation /,investigation (catheter + ultrasound + culture + RGU/ MCU) for 1 month (medicines - antibiotics) SU052A Neurogenic bladder - Package for evaluation / investigation (catheter + ultrasound + culture + RGU/ MCU) for 1 month (medicines - antibiotics),14300
"Urology, Pediatric Surgery",SU,S700088,SU053,Y V Plasty of Bladder Neck / Bladder Neck,Reconstruction SU053A Y V Plasty of Bladder Neck / Bladder Neck Reconstruction,23000
Urology,SU,S700068,SU054,Bladder Neck incision - Endoscopic,SU054A Bladder Neck incision - Endoscopic,15000
"Urology, Surgical Oncology",SU,S700062,SU055,TURBT,(Transurethral Resection of the Bladder Tumor) SU055A TURBT (Transurethral Resection of the Bladder Tumor),27500
"Urology, Surgical Oncology",SU,New Package,SU056,TURBT - Restage,SU056A TURBT - Restage,18000
Urology,SU,S700066,SU057,Post TURBT - Check Cystoscopy (Per sitting) with,cold-cup biopsy SU057A Post TURBT - Check Cystoscopy (Per sitting) with cold-cup biopsy,10000
Urology,SU,S700059,SU058,Urachal Cyst excision,SU058A Urachal Cyst excision - Open,18500
Urology,SU,New Package,SU058,Urachal Cyst excision,SU058B Urachal Cyst excision - Laparoscopic,18500
Urology,SU,New Package,SU059,VVF Repair - Follow Up,SU059A VVF Repair - Follow Up,1500
"Urology, Medical Oncology",SU,S700064,SU060,Intravesical BCG / Mitomycin,SU060A Induction cycles,15000
"Urology, Medical Oncology",SU,S700065,SU060,Intravesical BCG / Mitomycin,SU060B Maintenance,30000
"Urology, Pediatric Surgery",SU,S700082,SU061,Suprapubic Drainage - Closed / Trocar,SU061A Suprapubic Drainage - Closed / Trocar,5000
"Urology, Surgical Oncology",SU,S700130,SU062,Stress incontinence surgery,SU062A Stress incontinence surgery - Open,23000
Urology,SU,New Package,SU063,Repair of stress incontinence - Follow Up,SU063A Repair of stress incontinence - Follow Up,1000
"Urology, Pediatric Surgery",SU,S700158,SU064,Emergency management of Acute retention of Urine,"SU064A Emergency management of Acute retention of Urine                           2,000 Urology, Pediatric Surgery SU S700112 SU065 Meatotomy / Meatoplasty SU065A Meatotomy",3500
"Urology, Pediatric Surgery",SU,S700111,SU065,Meatotomy / Meatoplasty,SU065B Meatoplasty,3500
"Urology, Pediatric Surgery",SU,S700114,SU066,Urethroplasty,SU066A Urethroplasty - End to end,28000
"Urology, Pediatric Surgery",SU,S700115,SU066,Urethroplasty,SU066B Urethroplasty - Substitution - single stage,28000
"Urology, Pediatric Surgery",SU,S700116,SU066,Urethroplasty,SU066C Urethroplasty - Substitution - two stage,41500
"Urology, Pediatric Surgery",SU,S700117,SU066,Urethroplasty,SU066D Urethroplasty - Transpubic,32000
Urology,SU,New Package,SU067,Urethroplasty Follow Up,SU067A Urethroplasty Follow Up,1000
"Urology, Pediatric Surgery",SU,S700121,SU068,Urethral Dilatation,SU068A Non endocopic as an independent procedure,2000
"Urology, Pediatric Surgery",SU,S700122,SU068,Urethral Dilatation,SU068B Endocopic as an independent procedure,5000
"Urology, Pediatric Surgery",SU,S700119,SU069,Perineal Urethrostomy without closure,SU069A Perineal Urethrostomy without closure,20000
"Urology, Pediatric Surgery",SU,S700113,SU070,Post. Urethral Valve fulguration,SU070A Post. Urethral Valve fulguration,14000
Page 23,Consolidated Master,"Urology, Pediatric Surgery,",Plastic & Reconstructive,Surgery,SU S700124 SU071 Hypospadias repair SU071A Single stage,28000
"Urology, Pediatric Surgery,",Plastic & Reconstructive,Surgery,SU,S700125,SU071 Hypospadias repair SU071B Two or more stage (First Stage),12000
"Urology, Pediatric Surgery,",Plastic & Reconstructive,Surgery,SU,S700125,"SU071 Hypospadias repair SU071C Two or more stage (Intermediate Stage) 2 Urology, Pediatric Surgery, Plastic & Reconstructive Surgery SU S700125 SU071 Hypospadias repair SU071D Two or more stage (Final Stage)",30000
Urology,SU,New Package,SU072,Hypospadias Repair - Follow Up,SU072A Hypospadias Repair - Follow Up,1000
"Urology, Pediatric Surgery,",Emergency,SU,S700157,SU073,Emergency management of Hematuria SU073A Emergency management of Hematuria,2000
Urology,SU,S700110,SU074,Excision of Urethral Caruncle,SU074A Excision of Urethral Caruncle,5000
